uf,setor,mes_ano,admissoes,desligamentos,saldo,salario_medio,massa_salarial
RS,Serviços Industriais de Utilidade Pública,2023-01,919,863,56,4936.39,4398323.49
RS,Serviços Industriais de Utilidade Pública,2023-02,1064,945,119,5168.8,5192059.6
RS,Serviços Industriais de Utilidade Pública,2023-03,1044,871,173,4766.46,4563885.45
RS,Serviços Industriais de Utilidade Pública,2023-04,891,792,99,5099.61,4291321.81
RS,Serviços Industriais de Utilidade Pública,2023-05,1020,816,204,4696.21,4311120.78
RS,Serviços Industriais de Utilidade Pública,2023-06,838,714,124,5002.25,3881746.0
RS,Serviços Industriais de Utilidade Pública,2023-07,1085,1180,-95,4896.77,5545592.03
RS,Serviços Industriais de Utilidade Pública,2023-08,845,831,14,4882.09,4091191.42
RS,Serviços Industriais de Utilidade Pública,2023-09,993,880,113,4627.45,4333606.92
RS,Serviços Industriais de Utilidade Pública,2023-10,936,781,155,5182.86,4449485.31
RS,Serviços Industriais de Utilidade Pública,2023-11,1077,1118,-41,4604.82,5053789.95
RS,Serviços Industriais de Utilidade Pública,2023-12,985,1005,-20,4802.2,4778189.0
RS,Serviços Industriais de Utilidade Pública,2024-01,855,932,-77,4910.59,4387612.17
RS,Serviços Industriais de Utilidade Pública,2024-02,822,847,-25,4739.13,3954803.98
RS,Serviços Industriais de Utilidade Pública,2024-03,1081,1045,36,5080.81,5400901.03
RS,Serviços Industriais de Utilidade Pública,2024-04,943,1017,-74,4818.74,4722365.2
RS,Serviços Industriais de Utilidade Pública,2024-05,859,852,7,5174.7,4426955.85
RS,Serviços Industriais de Utilidade Pública,2024-06,863,793,70,4590.47,3800909.16
RS,Serviços Industriais de Utilidade Pública,2024-07,946,919,27,5072.51,4730115.58
RS,Serviços Industriais de Utilidade Pública,2024-08,943,934,9,5049.48,4738936.98
RS,Serviços Industriais de Utilidade Pública,2024-09,898,928,-30,5056.87,4616922.31
RS,Serviços Industriais de Utilidade Pública,2024-10,939,827,112,5021.99,4434417.17
RS,Serviços Industriais de Utilidade Pública,2024-11,966,816,150,4760.54,4241641.14
RS,Serviços Industriais de Utilidade Pública,2024-12,1035,1042,-7,4579.37,4755675.75
PR,Indústria de Transformação,2023-01,6871,6458,413,3264.06,21753327.87
PR,Indústria de Transformação,2023-02,7544,6204,1340,3669.51,25224211.74
PR,Indústria de Transformação,2023-03,7488,7495,-7,3352.19,25112931.39
PR,Indústria de Transformação,2023-04,7142,6442,700,3271.03,22216835.76
PR,Indústria de Transformação,2023-05,7891,6576,1315,3470.23,25101908.71
PR,Indústria de Transformação,2023-06,8243,7741,502,3383.69,27042450.48
PR,Indústria de Transformação,2023-07,8464,7120,1344,3296.15,25683600.8
PR,Indústria de Transformação,2023-08,7922,7961,-39,3402.53,27021192.0
PR,Indústria de Transformação,2023-09,8005,7534,471,3314.45,25751619.27
PR,Indústria de Transformação,2023-10,8408,9092,-684,3439.38,30094575.0
PR,Indústria de Transformação,2023-11,8758,8570,188,3505.46,30371305.44
PR,Indústria de Transformação,2023-12,7301,7990,-689,3466.18,26500679.19
PR,Indústria de Transformação,2024-01,8944,8081,863,3643.5,31015293.75
PR,Indústria de Transformação,2024-02,8311,7829,482,3637.45,29354221.5
PR,Indústria de Transformação,2024-03,8776,7420,1356,3430.79,27782537.42
PR,Indústria de Transformação,2024-04,8711,9448,-737,3545.46,32191004.07
PR,Indústria de Transformação,2024-05,7116,5956,1160,3657.69,23906661.84
PR,Indústria de Transformação,2024-06,8553,7026,1527,3369.76,26248745.52
PR,Indústria de Transformação,2024-07,7328,7997,-669,3540.31,27127625.38
PR,Indústria de Transformação,2024-08,8579,9246,-667,3358.66,29934057.25
PR,Indústria de Transformação,2024-09,7647,8127,-480,3519.14,27755457.18
PR,Indústria de Transformação,2024-10,8822,7087,1735,3665.14,29154356.13
PR,Indústria de Transformação,2024-11,7102,7015,87,3370.73,23792297.71
PR,Indústria de Transformação,2024-12,7222,7898,-676,3600.51,27219855.6
PR,Extrativa Mineral,2023-01,1645,1582,63,6386.14,10304036.89
PR,Extrativa Mineral,2023-02,1345,1415,-70,6354.1,8768658.0
PR,Extrativa Mineral,2023-03,1556,1564,-8,6446.11,10055931.6
PR,Extrativa Mineral,2023-04,1355,1348,7,6594.29,8912182.94
PR,Extrativa Mineral,2023-05,1420,1535,-115,6337.2,9363213.0
PR,Extrativa Mineral,2023-06,1571,1632,-61,6323.06,10126380.59
PR,Extrativa Mineral,2023-07,1683,1667,16,6604.87,11063157.25
PR,Extrativa Mineral,2023-08,1694,1575,119,6642.28,10856806.66
PR,Extrativa Mineral,2023-09,1350,1322,28,6270.76,8377735.36
PR,Extrativa Mineral,2023-10,1732,1631,101,5986.95,10067056.42
PR,Extrativa Mineral,2023-11,1754,1856,-102,6661.7,12024368.5
PR,Extrativa Mineral,2023-12,1449,1264,185,6071.8,8236396.7
PR,Extrativa Mineral,2024-01,1423,1559,-136,6260.89,9334986.99
PR,Extrativa Mineral,2024-02,1646,1376,270,6486.44,9801010.84
PR,Extrativa Mineral,2024-03,1572,1423,149,6207.37,9295536.57
PR,Extrativa Mineral,2024-04,1701,1688,13,6546.52,11093078.14
PR,Extrativa Mineral,2024-05,1654,1472,182,6138.05,9593772.15
PR,Extrativa Mineral,2024-06,1527,1415,112,6241.51,9181261.21
PR,Extrativa Mineral,2024-07,1528,1263,265,6192.98,8642303.59
PR,Extrativa Mineral,2024-08,1498,1295,203,6328.15,8837261.47
PR,Extrativa Mineral,2024-09,1605,1653,-48,6661.79,10852055.91
PR,Extrativa Mineral,2024-10,1448,1296,152,6465.64,8870858.08
PR,Extrativa Mineral,2024-11,1668,1738,-70,6577.59,11201635.77
PR,Extrativa Mineral,2024-12,1480,1223,257,6046.8,8172250.2
PR,Construção Civil,2023-01,4233,3487,746,2529.42,9763561.2
PR,Construção Civil,2023-02,4852,4209,643,2574.37,11663183.29
PR,Construção Civil,2023-03,4422,4654,-232,2484.51,11274706.38
PR,Construção Civil,2023-04,4241,4615,-374,2769.33,12262593.24
PR,Construção Civil,2023-05,4263,3527,736,2485.64,9681567.8
PR,Construção Civil,2023-06,5005,5171,-166,2583.61,13145407.68
PR,Construção Civil,2023-07,4972,5112,-140,2770.41,13968407.22
PR,Construção Civil,2023-08,4565,4671,-106,2611.6,12060368.8
PR,Construção Civil,2023-09,4030,4053,-23,2510.28,10145296.62
PR,Construção Civil,2023-10,3942,4177,-235,2553.53,10366055.04
PR,Construção Civil,2023-11,4312,4196,116,2577.34,10964004.36
PR,Construção Civil,2023-12,4175,4109,66,2561.33,10609028.86
PR,Construção Civil,2024-01,4795,5145,-350,2661.22,13226263.4
PR,Construção Civil,2024-02,4241,4004,237,2625.41,10823252.72
PR,Construção Civil,2024-03,4574,4644,-70,2720.69,12539660.21
PR,Construção Civil,2024-04,4914,4121,793,2741.75,12385855.62
PR,Construção Civil,2024-05,4410,3765,645,2795.56,11426851.5
PR,Construção Civil,2024-06,4711,4339,372,2658.81,12031115.25
PR,Construção Civil,2024-07,3877,3751,126,2493.49,9510170.86
PR,Construção Civil,2024-08,5074,5551,-477,2484.51,13198959.38
PR,Construção Civil,2024-09,4295,3604,691,2477.11,9783345.95
PR,Construção Civil,2024-10,3937,3170,767,2789.0,9910711.5
PR,Construção Civil,2024-11,4473,3646,827,2724.22,11058971.09
PR,Construção Civil,2024-12,4678,4433,245,2798.04,12746471.22
PR,Serviços Industriais de Utilidade Pública,2023-01,896,838,58,4684.44,4061409.48
PR,Serviços Industriais de Utilidade Pública,2023-02,981,1074,-93,4857.93,4991523.08
PR,Serviços Industriais de Utilidade Pública,2023-03,1100,1109,-9,4620.14,5102944.63
PR,Serviços Industriais de Utilidade Pública,2023-04,1015,1028,-13,5092.62,5202111.33
PR,Serviços Industriais de Utilidade Pública,2023-05,1164,1037,127,4708.7,5181924.35
PR,Serviços Industriais de Utilidade Pública,2023-06,910,729,181,4577.75,3751466.12
PR,Serviços Industriais de Utilidade Pública,2023-07,1043,1130,-87,4591.07,4988197.55
PR,Serviços Industriais de Utilidade Pública,2023-08,979,968,11,4562.15,4441253.02
PR,Serviços Industriais de Utilidade Pública,2023-09,886,753,133,4682.83,3837579.19
PR,Serviços Industriais de Utilidade Pública,2023-10,1022,844,178,4828.86,4505326.38
PR,Serviços Industriais de Utilidade Pública,2023-11,914,980,-66,4671.25,4423673.75
PR,Serviços Industriais de Utilidade Pública,2023-12,1068,1147,-79,4610.99,5106671.42
PR,Serviços Industriais de Utilidade Pública,2024-01,1195,1106,89,4586.36,5276607.18
PR,Serviços Industriais de Utilidade Pública,2024-02,1103,1141,-38,5044.29,5659693.38
PR,Serviços Industriais de Utilidade Pública,2024-03,1153,1077,76,4572.71,5098571.65
PR,Serviços Industriais de Utilidade Pública,2024-04,989,939,50,5010.68,4830295.52
PR,Serviços Industriais de Utilidade Pública,2024-05,1066,1050,16,4687.16,4959015.28
PR,Serviços Industriais de Utilidade Pública,2024-06,1148,941,207,5107.48,5334762.86
PR,Serviços Industriais de Utilidade Pública,2024-07,943,893,50,5084.0,4667112.0
PR,Serviços Industriais de Utilidade Pública,2024-08,1192,1198,-6,4622.87,5524329.65
PR,Serviços Industriais de Utilidade Pública,2024-09,1014,923,91,5105.63,4944802.66
PR,Serviços Industriais de Utilidade Pública,2024-10,926,903,23,5107.22,4670552.69
PR,Serviços Industriais de Utilidade Pública,2024-11,1070,1149,-79,5174.72,5741351.84
PR,Serviços Industriais de Utilidade Pública,2024-12,1172,1171,1,4853.78,5686203.27
BA,Indústria de Transformação,2023-01,5142,4514,628,3629.6,17523708.8
BA,Indústria de Transformação,2023-02,4681,4299,382,3657.32,16421366.8
BA,Indústria de Transformação,2023-03,5911,4899,1012,3450.27,18648709.35
BA,Indústria de Transformação,2023-04,5863,5601,262,3666.44,21016034.08
BA,Indústria de Transformação,2023-05,5907,5756,151,3316.61,19340811.21
BA,Indústria de Transformação,2023-06,5479,4532,947,3347.67,16756762.19
BA,Indústria de Transformação,2023-07,5327,5835,-508,3532.17,19713040.77
BA,Indústria de Transformação,2023-08,5693,4829,864,3347.39,17610618.79
BA,Indústria de Transformação,2023-09,5909,6055,-146,3409.76,20397184.32
BA,Indústria de Transformação,2023-10,5898,5633,265,3305.12,19055669.36
BA,Indústria de Transformação,2023-11,4630,4619,11,3500.39,16187553.55
BA,Indústria de Transformação,2023-12,6179,4970,1209,3552.99,19806142.75
BA,Indústria de Transformação,2024-01,5748,4829,919,3548.66,18767088.41
BA,Indústria de Transformação,2024-02,4840,4096,744,3560.2,15906973.6
BA,Indústria de Transformação,2024-03,4810,4083,727,3328.86,14801775.99
BA,Indústria de Transformação,2024-04,5346,5845,-499,3576.62,20012977.21
BA,Indústria de Transformação,2024-05,5695,5570,125,3539.05,19933699.12
BA,Indústria de Transformação,2024-06,4661,3813,848,3671.56,15556399.72
BA,Indústria de Transformação,2024-07,4784,5241,-457,3489.88,17493023.5
BA,Indústria de Transformação,2024-08,5488,4408,1080,3283.99,16249182.52
BA,Indústria de Transformação,2024-09,4785,5134,-349,3254.11,16138758.54
BA,Indústria de Transformação,2024-10,4760,4137,623,3506.34,15597953.49
BA,Indústria de Transformação,2024-11,5145,4390,755,3491.45,16645487.88
BA,Indústria de Transformação,2024-12,6029,5613,416,3648.02,21235124.42
BA,Extrativa Mineral,2023-01,1237,1164,73,6648.46,7981476.23
BA,Extrativa Mineral,2023-02,1178,1265,-87,6209.11,7584427.86
BA,Extrativa Mineral,2023-03,928,884,44,5966.98,5406083.88
BA,Extrativa Mineral,2023-04,1195,1100,95,5978.01,6859766.48
BA,Extrativa Mineral,2023-05,948,908,40,6168.45,5724321.6
BA,Extrativa Mineral,2023-06,937,761,176,6024.16,5114511.84
BA,Extrativa Mineral,2023-07,987,909,78,6504.07,6165858.36
BA,Extrativa Mineral,2023-08,1105,1083,22,6159.52,6738514.88
BA,Extrativa Mineral,2023-09,1002,839,163,6128.27,5641072.54
BA,Extrativa Mineral,2023-10,1046,936,110,6148.38,6093044.58
BA,Extrativa Mineral,2023-11,939,996,-57,6491.41,6280439.17
BA,Extrativa Mineral,2023-12,956,974,-18,6680.59,6446769.35
BA,Extrativa Mineral,2024-01,935,802,133,6600.32,5732377.92
BA,Extrativa Mineral,2024-02,1074,882,192,6468.42,6326114.76
BA,Extrativa Mineral,2024-03,1201,1131,70,6663.07,7769139.62
BA,Extrativa Mineral,2024-04,958,985,-27,6582.66,6395054.19
BA,Extrativa Mineral,2024-05,991,980,11,5948.6,5862345.3
BA,Extrativa Mineral,2024-06,1027,934,93,6369.18,6244980.99
BA,Extrativa Mineral,2024-07,1098,1012,86,6329.57,6677696.35
BA,Extrativa Mineral,2024-08,1168,1048,120,6065.48,6720551.84
BA,Extrativa Mineral,2024-09,1043,847,196,6630.08,6265425.6
BA,Extrativa Mineral,2024-10,1220,1028,192,6172.75,6938171.0
BA,Extrativa Mineral,2024-11,968,877,91,6017.63,5551263.67
BA,Extrativa Mineral,2024-12,1037,1052,-15,5957.82,6222942.99
BA,Construção Civil,2023-01,3180,2674,506,2690.28,7874449.56
BA,Construção Civil,2023-02,3453,3599,-146,2803.2,9884083.2
BA,Construção Civil,2023-03,2950,2862,88,2761.02,8023524.12
BA,Construção Civil,2023-04,2803,2422,381,2642.08,6902434.0
BA,Construção Civil,2023-05,3374,2765,609,2546.76,7817279.82
BA,Construção Civil,2023-06,3433,3500,-67,2775.69,9621929.38
BA,Construção Civil,2023-07,2801,2387,414,2543.04,6596645.76
BA,Construção Civil,2023-08,3442,3292,150,2694.67,9072953.89
BA,Construção Civil,2023-09,3034,2872,162,2774.04,8191740.12
BA,Construção Civil,2023-10,3423,3214,209,2603.73,8640478.01
BA,Construção Civil,2023-11,2950,2370,580,2573.06,6844339.6
BA,Construção Civil,2023-12,2839,2989,-150,2645.63,7709365.82
BA,Construção Civil,2024-01,2984,2995,-11,2556.51,7642686.65
BA,Construção Civil,2024-02,3392,3151,241,2752.07,9003397.01
BA,Construção Civil,2024-03,2744,2775,-31,2677.58,7388782.01
BA,Construção Civil,2024-04,3526,3485,41,2635.7,9239446.35
BA,Construção Civil,2024-05,2918,2888,30,2606.52,7566727.56
BA,Construção Civil,2024-06,2714,2847,-133,2781.14,7732959.77
BA,Construção Civil,2024-07,3118,2703,415,2546.91,7412781.55
BA,Construção Civil,2024-08,3361,3356,5,2585.1,8682058.35
BA,Construção Civil,2024-09,2946,2705,241,2790.59,7884812.05
BA,Construção Civil,2024-10,2687,2482,205,2584.16,6678761.52
BA,Construção Civil,2024-11,2927,2534,393,2538.73,6932002.26
BA,Construção Civil,2024-12,3117,3230,-113,2697.5,8560516.25
BA,Serviços Industriais de Utilidade Pública,2023-01,648,624,24,4862.11,3092301.96
BA,Serviços Industriais de Utilidade Pública,2023-02,635,626,9,5135.37,3237850.79
BA,Serviços Industriais de Utilidade Pública,2023-03,698,611,87,4809.3,3147686.85
BA,Serviços Industriais de Utilidade Pública,2023-04,741,772,-31,4587.97,3470799.31
BA,Serviços Industriais de Utilidade Pública,2023-05,664,566,98,4755.55,2924663.25
BA,Serviços Industriais de Utilidade Pública,2023-06,728,761,-33,5132.95,3821481.27
BA,Serviços Industriais de Utilidade Pública,2023-07,790,724,66,4983.02,3772146.14
BA,Serviços Industriais de Utilidade Pública,2023-08,612,551,61,4874.38,2834451.97
BA,Serviços Industriais de Utilidade Pública,2023-09,815,738,77,4815.24,3739033.86
BA,Serviços Industriais de Utilidade Pública,2023-10,677,553,124,4910.84,3020166.6
BA,Serviços Industriais de Utilidade Pública,2023-11,649,647,2,5115.21,3314656.08
BA,Serviços Industriais de Utilidade Pública,2023-12,735,625,110,4672.75,3177470.0
BA,Serviços Industriais de Utilidade Pública,2024-01,737,707,30,4835.51,3491238.22
BA,Serviços Industriais de Utilidade Pública,2024-02,735,642,93,5129.0,3531316.5
BA,Serviços Industriais de Utilidade Pública,2024-03,767,728,39,4630.14,3461029.65
BA,Serviços Industriais de Utilidade Pública,2024-04,617,598,19,4933.48,2997089.1
BA,Serviços Industriais de Utilidade Pública,2024-05,719,719,0,4578.38,3291855.22
BA,Serviços Industriais de Utilidade Pública,2024-06,775,808,-33,4664.29,3691785.54
BA,Serviços Industriais de Utilidade Pública,2024-07,614,582,32,5147.97,3078486.06
BA,Serviços Industriais de Utilidade Pública,2024-08,747,777,-30,5158.53,3930799.86
BA,Serviços Industriais de Utilidade Pública,2024-09,643,633,10,4722.95,3013242.1
BA,Serviços Industriais de Utilidade Pública,2024-10,652,619,33,4649.5,2954757.25
BA,Serviços Industriais de Utilidade Pública,2024-11,763,778,-15,5066.09,3903422.35
BA,Serviços Industriais de Utilidade Pública,2024-12,671,590,81,4599.12,2899745.16
SC,Indústria de Transformação,2023-01,6534,6087,447,3417.85,21568342.43
SC,Indústria de Transformação,2023-02,7200,6346,854,3303.2,22372573.6
SC,Indústria de Transformação,2023-03,6021,5596,425,3439.75,19979787.88
SC,Indústria de Transformação,2023-04,6480,6342,138,3267.43,20947493.73
SC,Indústria de Transformação,2023-05,5791,5279,512,3651.94,20213487.9
SC,Indústria de Transformação,2023-06,7310,7513,-203,3358.13,24888780.5
SC,Indústria de Transformação,2023-07,6485,6724,-239,3662.35,24187990.57
SC,Indústria de Transformação,2023-08,6390,5367,1023,3385.11,19899369.14
SC,Indústria de Transformação,2023-09,5951,5710,241,3491.49,20357132.45
SC,Indústria de Transformação,2023-10,5680,4901,779,3304.39,17481875.29
SC,Indústria de Transformação,2023-11,5861,5448,413,3405.09,19254081.41
SC,Indústria de Transformação,2023-12,6435,6287,148,3661.9,23293345.9
SC,Indústria de Transformação,2024-01,5939,6239,-300,3327.25,20259625.25
SC,Indústria de Transformação,2024-02,5983,6167,-184,3305.97,20083767.75
SC,Indústria de Transformação,2024-03,6729,6883,-154,3446.07,23453952.42
SC,Indústria de Transformação,2024-04,6345,5128,1217,3655.33,20968800.54
SC,Indústria de Transformação,2024-05,5861,6006,-145,3503.99,20790924.66
SC,Indústria de Transformação,2024-06,5905,5044,861,3446.99,18870546.75
SC,Indústria de Transformação,2024-07,5948,5445,503,3371.96,19208370.14
SC,Indústria de Transformação,2024-08,6736,5771,965,3273.1,20468330.85
SC,Indústria de Transformação,2024-09,6990,6047,943,3374.2,21994722.7
SC,Indústria de Transformação,2024-10,6461,6713,-252,3542.89,23337016.43
SC,Indústria de Transformação,2024-11,7380,6476,904,3231.69,22389148.32
SC,Indústria de Transformação,2024-12,7308,6016,1292,3395.66,22621886.92
SC,Extrativa Mineral,2023-01,1498,1327,171,5916.35,8356844.38
SC,Extrativa Mineral,2023-02,1480,1374,106,6180.81,8820015.87
SC,Extrativa Mineral,2023-03,1373,1215,158,6485.91,8392767.54
SC,Extrativa Mineral,2023-04,1485,1200,285,6398.96,8590603.8
SC,Extrativa Mineral,2023-05,1404,1259,145,6619.44,8813784.36
SC,Extrativa Mineral,2023-06,1337,1459,-122,5979.86,8359844.28
SC,Extrativa Mineral,2023-07,1439,1178,261,6520.3,8531812.55
SC,Extrativa Mineral,2023-08,1291,1132,159,6440.18,7802278.07
SC,Extrativa Mineral,2023-09,1341,1407,-66,6612.33,9085341.42
SC,Extrativa Mineral,2023-10,1324,1418,-94,6380.94,8748268.74
SC,Extrativa Mineral,2023-11,1450,1498,-48,6639.15,9786107.1
SC,Extrativa Mineral,2023-12,1288,1385,-97,5902.41,7888570.96
SC,Extrativa Mineral,2024-01,1146,1114,32,6663.14,7529348.2
SC,Extrativa Mineral,2024-02,1451,1470,-19,6652.07,9715348.23
SC,Extrativa Mineral,2024-03,1493,1332,161,5942.06,8393159.75
SC,Extrativa Mineral,2024-04,1162,1053,109,6283.38,6958843.35
SC,Extrativa Mineral,2024-05,1415,1236,179,6399.49,8482523.99
SC,Extrativa Mineral,2024-06,1175,964,211,6428.87,6875676.46
SC,Extrativa Mineral,2024-07,1261,1225,36,6491.24,8068611.32
SC,Extrativa Mineral,2024-08,1460,1435,25,6564.53,9502157.17
SC,Extrativa Mineral,2024-09,1497,1575,-78,6333.37,9728056.32
SC,Extrativa Mineral,2024-10,1321,1383,-62,6484.55,8767111.6
SC,Extrativa Mineral,2024-11,1234,1210,24,6091.19,7443434.18
SC,Extrativa Mineral,2024-12,1151,1023,128,6068.16,6596089.92
SC,Construção Civil,2023-01,3995,3454,541,2599.27,9680981.12
SC,Construção Civil,2023-02,3926,3664,262,2577.78,9782675.1
SC,Construção Civil,2023-03,4421,4090,331,2580.35,10980679.42
SC,Construção Civil,2023-04,4365,3676,689,2625.99,10557792.79
SC,Construção Civil,2023-05,3579,3634,-55,2473.91,8922156.41
SC,Construção Civil,2023-06,3944,4319,-375,2639.49,10905052.93
SC,Construção Civil,2023-07,4118,3750,368,2646.41,10410976.94
SC,Construção Civil,2023-08,3681,3427,254,2743.04,9748764.16
SC,Construção Civil,2023-09,3431,3082,349,2650.23,8630473.99
SC,Construção Civil,2023-10,3645,3760,-115,2495.64,9240107.1
SC,Construção Civil,2023-11,3874,4232,-358,2708.34,10976902.02
SC,Construção Civil,2023-12,3574,3550,24,2604.84,9278440.08
SC,Construção Civil,2024-01,3522,3340,182,2592.25,8894009.75
SC,Construção Civil,2024-02,3746,3784,-38,2523.29,9500186.85
SC,Construção Civil,2024-03,4021,3995,26,2652.78,10632342.24
SC,Construção Civil,2024-04,3411,3042,369,2540.66,8197439.49
SC,Construção Civil,2024-05,3358,3302,56,2777.93,9250506.9
SC,Construção Civil,2024-06,4338,3758,580,2479.56,10037258.88
SC,Construção Civil,2024-07,3588,3355,233,2600.43,9027392.74
SC,Construção Civil,2024-08,4050,4190,-140,2645.49,10899418.8
SC,Construção Civil,2024-09,3739,3627,112,2651.71,9766247.93
SC,Construção Civil,2024-10,3628,3768,-140,2705.29,10004162.42
SC,Construção Civil,2024-11,3359,3121,238,2492.83,8076769.2
SC,Construção Civil,2024-12,4227,4207,20,2690.13,11344278.21
SC,Serviços Industriais de Utilidade Pública,2023-01,760,815,-55,4825.85,3800356.88
SC,Serviços Industriais de Utilidade Pública,2023-02,915,848,67,4702.08,4144883.52
SC,Serviços Industriais de Utilidade Pública,2023-03,1005,860,145,4924.02,4591648.65
SC,Serviços Industriais de Utilidade Pública,2023-04,973,883,90,4732.12,4391407.36
SC,Serviços Industriais de Utilidade Pública,2023-05,854,877,-23,4878.96,4222739.88
SC,Serviços Industriais de Utilidade Pública,2023-06,940,1012,-72,4778.34,4663659.84
SC,Serviços Industriais de Utilidade Pública,2023-07,863,719,144,4869.48,3851758.68
SC,Serviços Industriais de Utilidade Pública,2023-08,1001,884,117,4802.03,4525913.27
SC,Serviços Industriais de Utilidade Pública,2023-09,826,703,123,4651.5,3556071.75
SC,Serviços Industriais de Utilidade Pública,2023-10,1006,1087,-81,4675.74,4893161.91
SC,Serviços Industriais de Utilidade Pública,2023-11,968,933,35,4640.07,4410386.54
SC,Serviços Industriais de Utilidade Pública,2023-12,1007,1053,-46,4573.8,4711014.0
SC,Serviços Industriais de Utilidade Pública,2024-01,789,718,71,4950.17,3729953.1
SC,Serviços Industriais de Utilidade Pública,2024-02,949,988,-39,4837.05,4684682.92
SC,Serviços Industriais de Utilidade Pública,2024-03,764,722,42,4882.53,3627719.79
SC,Serviços Industriais de Utilidade Pública,2024-04,878,769,109,4918.74,4050582.39
SC,Serviços Industriais de Utilidade Pública,2024-05,1001,1033,-32,4634.92,4713713.64
SC,Serviços Industriais de Utilidade Pública,2024-06,904,869,35,5122.51,4541105.12
SC,Serviços Industriais de Utilidade Pública,2024-07,839,794,45,4816.67,3932811.06
SC,Serviços Industriais de Utilidade Pública,2024-08,751,684,67,5162.03,3703756.52
SC,Serviços Industriais de Utilidade Pública,2024-09,824,790,34,5129.02,4139119.14
SC,Serviços Industriais de Utilidade Pública,2024-10,939,938,1,4983.36,4676883.36
SC,Serviços Industriais de Utilidade Pública,2024-11,934,943,-9,4816.43,4520219.56
SC,Serviços Industriais de Utilidade Pública,2024-12,763,735,28,4868.21,3646289.29
